class	path	image
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel3.Red	rbxassetid://12650621463
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel3.Icon.Q1	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel3.Icon.Q2	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel3.Icon.Q3	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel5.Red	rbxassetid://12650621158
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel5.Icon.Q1	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel5.Icon.Q3	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel5.Icon.Q2	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel5.Icon.Q4	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel5.Icon.Q5	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel6.Red	rbxassetid://12650620973
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel6.Icon.Q3	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel6.Icon.Q2	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel6.Icon.Q1	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel6.Icon.Q5	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel6.Icon.Q4	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel6.Icon.Q6	rbxassetid://2535574992
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Red	rbxassetid://12650620824
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q1	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q2	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q3	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q4	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q5	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q6	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q7	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q8	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q9	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q10	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q11	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q12	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q13	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q14	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q15	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.Wheel16.Icon.Q16	http://www.roblox.com/asset/?id=12206409737
ImageLabel	ReplicatedStorage.UIs.Main.Wheel.xtra.ImageLabel	rbxasset://textures/ui/Controls/DesignSystem/ButtonR2@2x.png
ImageLabel	ReplicatedStorage.UIs.Main.ItemSearch.List.8.ItemImage	rbxassetid://15305065991
ImageButton	ReplicatedStorage.UIs.Main.ItemSearch.List.8	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.ItemSearch.List.6.ItemImage	rbxassetid://15305065991
ImageButton	ReplicatedStorage.UIs.Main.ItemSearch.List.6	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.ItemSearch.List.5.ItemImage	rbxassetid://15305065991
ImageButton	ReplicatedStorage.UIs.Main.ItemSearch.List.5	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.ItemSearch.List.7.ItemImage	rbxassetid://15305065991
ImageButton	ReplicatedStorage.UIs.Main.ItemSearch.List.7	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.ItemSearch.List.3.ItemImage	rbxassetid://15305065991
ImageButton	ReplicatedStorage.UIs.Main.ItemSearch.List.3	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.ItemSearch.List.4.ItemImage	rbxassetid://15305065991
ImageButton	ReplicatedStorage.UIs.Main.ItemSearch.List.4	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.ItemSearch.List.1.ItemImage	rbxassetid://15304806846
ImageButton	ReplicatedStorage.UIs.Main.ItemSearch.List.1	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.ItemSearch.List.2.ItemImage	rbxassetid://15305065991
ImageButton	ReplicatedStorage.UIs.Main.ItemSearch.List.2	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Compass.Pin	rbxassetid://11480345094
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.Pin	rbxassetid://11480345094
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.DeathMarker	rbxassetid://15316623796
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.BedTemplate.BedImage	rbxassetid://13208080835
ImageButton	ReplicatedStorage.UIs.Main.Map.Frame.Map.BedTemplate	rbxassetid://13208080835
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.BrunoTemplate.BTRImage	rbxassetid://16652579167
ImageButton	ReplicatedStorage.UIs.Main.Map.Frame.Map.BrunoTemplate	rbxassetid://16652579167
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.Cave	rbxassetid://15638859676
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.BrutusTemplate.BTRImage	rbxassetid://134265072222654
ImageButton	ReplicatedStorage.UIs.Main.Map.Frame.Map.BrutusTemplate	rbxassetid://134265072222654
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TimedCrateTemplate.CrateImage	rbxassetid://16038663004
ImageButton	ReplicatedStorage.UIs.Main.Map.Frame.Map.TimedCrateTemplate	rbxassetid://16018005011
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.BTRTemplate.BTRImage	rbxassetid://16270992443
ImageButton	ReplicatedStorage.UIs.Main.Map.Frame.Map.BTRTemplate	rbxassetid://16270992443
ImageButton	ReplicatedStorage.UIs.Main.Map.Frame.Map.ShopTemplate	rbxassetid://16769533163
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Give1.Empty	rbxassetid://15635568292
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Give1.ItemImage	rbxassetid://14183996960
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Receive1.Empty	rbxassetid://1554578593
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Receive1.ItemImage	rbxassetid://14183996960
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Receive2.Empty	rbxassetid://1554578593
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Receive2.ItemImage	rbxassetid://14183996960
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Give2.Empty	rbxassetid://15635568292
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Give2.ItemImage	rbxassetid://14183996960
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Receive3.Empty	rbxassetid://15635568292
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Receive3.ItemImage	rbxassetid://14183996960
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Give3.Empty	rbxassetid://15635568292
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Give3.ItemImage	rbxassetid://14183996960
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Receive4.Empty	rbxassetid://1554578593
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Receive4.ItemImage	rbxassetid://14183996960
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Give4.Empty	rbxassetid://15635568292
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Give4.ItemImage	rbxassetid://14183996960
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Give5.Empty	rbxassetid://15635568292
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Give5.ItemImage	rbxassetid://14183996960
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Receive5.Empty	rbxassetid://1554578593
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.TradingPost.Frame.Receive5.ItemImage	rbxassetid://14183996960
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map.BorisTemplate.BTRImage	rbxassetid://18312187080
ImageButton	ReplicatedStorage.UIs.Main.Map.Frame.Map.BorisTemplate	rbxassetid://18312187080
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame.Map	rbxassetid://121836456123484
ImageLabel	ReplicatedStorage.UIs.Main.Map.Frame	rbxassetid://121836456123484
ImageLabel	ReplicatedStorage.UIs.Main.Map.MapToolTip.ZoomIn.ImageLabel	rbxasset://textures/ui/Controls/XboxController/ButtonRT@2x.png
ImageLabel	ReplicatedStorage.UIs.Main.Map.MapToolTip.ZoomOut.ImageLabel	rbxasset://textures/ui/Controls/XboxController/ButtonLT@2x.png
ImageLabel	ReplicatedStorage.UIs.Main.Map.MapToolTip.PlaceMarker.ImageLabel	rbxasset://textures/ui/Controls/XboxController/ButtonA@2x.png
ImageLabel	ReplicatedStorage.UIs.Main.Death.Background	rbxassetid://11377345564
ImageLabel	ReplicatedStorage.UIs.Main.Death.Header.Detail	rbxassetid://9537505714
ImageLabel	ReplicatedStorage.UIs.Main.Death.Header.KillerCharacter	rbxassetid://966052926
ImageLabel	ReplicatedStorage.UIs.Main.Death.Header.KillerWeapon	rbxassetid://13206721721
ImageLabel	ReplicatedStorage.UIs.Main.Death.Footer.05.ImageLabel	rbxassetid://13208080835
ImageLabel	ReplicatedStorage.UIs.Main.Death.Footer.04.ImageLabel	rbxassetid://13208080835
ImageLabel	ReplicatedStorage.UIs.Main.Death.Footer.03.ImageLabel	rbxassetid://13208080835
ImageLabel	ReplicatedStorage.UIs.Main.Death.Footer.02.ImageLabel	rbxassetid://13208080835
ImageLabel	ReplicatedStorage.UIs.Main.Death.Footer.01.ImageLabel	rbxassetid://13208080835
ImageLabel	ReplicatedStorage.UIs.Main.Death.Footer.09.ImageLabel	rbxassetid://13208080835
ImageLabel	ReplicatedStorage.UIs.Main.Death.Footer.08.ImageLabel	rbxassetid://13208080835
ImageLabel	ReplicatedStorage.UIs.Main.Death.Footer.07.ImageLabel	rbxassetid://13208080835
ImageLabel	ReplicatedStorage.UIs.Main.Death.Footer.06.ImageLabel	rbxassetid://13208080835
ImageLabel	ReplicatedStorage.UIs.Main.Death.Footer.00.GamepadSelected.ImageLabel	rbxasset://textures/ui/Controls/XboxController/ButtonA@2x.png
ImageLabel	ReplicatedStorage.UIs.Main.DivingGoggles.DivingGoggles.DivingGoggles	rbxassetid://7552884581
ImageLabel	ReplicatedStorage.UIs.Main.DivingGoggles.DivingGoggles.DivingGoggles	rbxassetid://7552884581
ImageLabel	ReplicatedStorage.UIs.Main.DivingGoggles.DivingGoggles.DivingGoggles	rbxassetid://7552884581
ImageLabel	ReplicatedStorage.UIs.Main.DivingGoggles.DivingGoggles.DivingGoggles	rbxassetid://7552884581
ImageLabel	ReplicatedStorage.UIs.Main.Blood	rbxassetid://3699506612
ImageLabel	ReplicatedStorage.UIs.Main.Codelock.Controls.Keys.0.GamepadSelected.ImageLabel	rbxasset://textures/ui/Controls/XboxController/ButtonA@2x.png
ImageLabel	ReplicatedStorage.UIs.Main.Codelock.Controls.Keys.Last.Label	rbxassetid://13825976376
ImageLabel	ReplicatedStorage.UIs.Main.Codelock.FilmGrain	rbxassetid://15375321881
ImageLabel	ReplicatedStorage.UIs.Main.Codelock.GamepadControls.CloseButton	rbxasset://textures/ui/Controls/XboxController/ButtonB@2x.png
ImageLabel	ReplicatedStorage.UIs.Main.EditSign.Locked.DetailImage	rbxassetid://15510885276
ImageLabel	ReplicatedStorage.UIs.Main.Notification.Top	rbxassetid://16030354992
ImageLabel	ReplicatedStorage.UIs.Main.Notification.Bottom.Pattern	rbxassetid://13208254794
ImageLabel	ReplicatedStorage.UIs.Main.Notification.Bottom	rbxassetid://16030355133
ImageLabel	ReplicatedStorage.UIs.Main.Notification.Circle	rbxassetid://5552526748
ImageLabel	ReplicatedStorage.UIs.Main.Notification.Grain	rbxassetid://1866478166
ImageLabel	ReplicatedStorage.UIs.Main.Notification.Image	rbxassetid://16018005011
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot21.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot21	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot22.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot22	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot20.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot20	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot19.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot19	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot23.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot23	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot24.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot24	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot13.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot13	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot14.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot14	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot15.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot15	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot16.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot16	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot17.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot17	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot18.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot18	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot12.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot12	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot11.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot11	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot10.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot10	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot9.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot9	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot7.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot7	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot8.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot8	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot6.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot6	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot5.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot5	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot4.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot4	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot3.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot3	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot1.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot1	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot2.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Inv.Slot2	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.Split.ItemImage	rbxassetid://10312933161
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.ItemDetails.Slot1.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.ItemDetails.Slot1.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.ItemDetails.Slot2.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.ItemDetails.Slot2.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.ItemDetails.Slot3.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.ItemDetails.Slot3.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.ItemDetails.Slot4.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.ItemDetails.Slot4.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.ItemInfo.ItemImage	http://www.roblox.com/asset/?id=13206733920
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.ActionMenu.Actions.Drop.Label.ImageLabel	rbxasset://textures/ui/Controls/XboxController/ButtonRS@2x.png
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot1.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot1.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot1	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot2.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot2.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot2	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot3.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot3.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot3	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot4.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot4.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot4	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot5.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot5.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot5	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot6.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot6.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot6	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot7.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot7.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot7	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot8.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot8.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot8	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot9.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot9.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot9	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot10.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot10.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot10	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot11.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot11.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot11	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot12.Checker	rbxassetid://9738374412
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot12.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Container12.Slot12	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot3.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot3.Empty	rbxassetid://1554578593
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot3	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot4.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot4.Empty	rbxassetid://1554578593
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot4	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot1.Empty	rbxassetid://1554579261
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot1.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot1	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot2.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot2.Broken	http://www.roblox.com/asset/?id=240664703
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot2.Empty	rbxassetid://1554578227
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Campfire.Slot2	http://www.roblox.com/asset/?id=28756351
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.C.ItemImage	rbxassetid://2526558050
ImageLabel	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot9.Broken	http://www.roblox.com/asset/?id=240664703
ImageButton	ReplicatedStorage.UIs.Main.Inventory.Benches.Base Cabinet.Inv.Slot9	http://www.roblox.com/asset/?id=28756351
