path	soundId
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Open	rbxassetid://9117506603
Workspace.Bases.Base.Campfire.Campfire.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Campfire.Campfire.Main.Place	rbxassetid://9118646432
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Furnace.Furnace.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Furnace.Furnace.Main.Place	rbxassetid://9113523341
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Window Bars.Metal Window Bars.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Window Bars.Metal Window Bars.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Close	rbxassetid://9113366556
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Open	rbxassetid://9117506603
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Knock	rbxassetid://9120918288
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Campfire.Campfire.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Campfire.Campfire.Main.Place	rbxassetid://9118646432
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Small Storage Box.Small Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Door.Metal Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Metal Door.Metal Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Door.Metal Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Door.Metal Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Door.Metal Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Door.Metal Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Door.Metal Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Door.Metal Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Door.Metal Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Door.Metal Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Door.Metal Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Door.Metal Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Furnace.Furnace.Main.Place	rbxassetid://9113523341
Workspace.Bases.Base.Furnace.Furnace.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Furnace.Furnace.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Furnace.Furnace.Main.Place	rbxassetid://9113523341
Workspace.Bases.Base.Furnace.Furnace.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Knock	rbxassetid://9120918288
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Close	rbxassetid://9113366556
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Open	rbxassetid://9117506603
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Double Door.Wooden Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Knock	rbxassetid://9120918288
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Close	rbxassetid://9113366556
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Open	rbxassetid://9117506603
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Knock	rbxassetid://9120918288
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Open	rbxassetid://9117506603
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Close	rbxassetid://9113366556
Workspace.Bases.Base.Wooden Door.Wooden Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Base Cabinet.Base Cabinet.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Sleeping Bag.Sleeping Bag.Main.Place	rbxassetid://9119069007
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Large Storage Box.Large Storage Box.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Furnace.Furnace.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Furnace.Furnace.Main.Place	rbxassetid://9113523341
Workspace.Bases.Base.Furnace.Furnace.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Furnace.Furnace.Main.Place	rbxassetid://9113523341
Workspace.Bases.Base.Furnace.Furnace.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Furnace.Furnace.Main.Place	rbxassetid://9113523341
Workspace.Bases.Base.Furnace.Furnace.Main.Place	rbxassetid://9113523341
Workspace.Bases.Base.Furnace.Furnace.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Furnace.Furnace.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Furnace.Furnace.Main.Place	rbxassetid://9113523341
Workspace.Bases.Base.Campfire.Campfire.Main.ParticleHolder.On	rbxassetid://9112780462
Workspace.Bases.Base.Campfire.Campfire.Main.Place	rbxassetid://9118646432
Workspace.Bases.Base.Horizontal Window Cover.Horizontal Window Cover.Main.Place	rbxassetid://9116524438
Workspace.Bases.Base.Horizontal Window Cover.Horizontal Window Cover.Main.Place	rbxassetid://9116524438
Workspace.Bases.Base.Horizontal Window Cover.Horizontal Window Cover.Main.Place	rbxassetid://9116524438
Workspace.Bases.Base.Horizontal Window Cover.Horizontal Window Cover.Main.Place	rbxassetid://9116524438
Workspace.Bases.Base.Horizontal Window Cover.Horizontal Window Cover.Main.Place	rbxassetid://9116524438
Workspace.Bases.Base.Horizontal Window Cover.Horizontal Window Cover.Main.Place	rbxassetid://9116524438
Workspace.Bases.Base.Horizontal Window Cover.Horizontal Window Cover.Main.Place	rbxassetid://9116524438
Workspace.Bases.Base.Horizontal Window Cover.Horizontal Window Cover.Main.Place	rbxassetid://9116524438
Workspace.Bases.Base.Wooden Window Bars.Wooden Window Bars.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Window Bars.Wooden Window Bars.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Window Bars.Wooden Window Bars.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Window Bars.Wooden Window Bars.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Window Bars.Wooden Window Bars.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Window Bars.Wooden Window Bars.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Window Bars.Wooden Window Bars.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Wooden Window Bars.Wooden Window Bars.Main.Place	rbxassetid://9114129572
Workspace.Bases.Base.Metal Window Bars.Metal Window Bars.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Window Bars.Metal Window Bars.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Window Bars.Metal Window Bars.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Window Bars.Metal Window Bars.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Door.Metal Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Door.Metal Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Metal Door.Metal Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Door.Metal Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Door.Metal Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Door.Metal Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Door.Metal Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Door.Metal Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Door.Metal Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Door.Metal Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Door.Metal Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Metal Door.Metal Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Door.Metal Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Metal Door.Metal Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Door.Metal Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Door.Metal Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Door.Metal Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Door.Metal Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Door.Metal Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Door.Metal Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Door.Metal Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Metal Door.Metal Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Door.Metal Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Door.Metal Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Door.Metal Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Door.Metal Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Door.Metal Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Metal Door.Metal Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Door.Metal Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Door.Metal Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Door.Metal Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Door.Metal Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Door.Metal Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Door.Metal Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Metal Door.Metal Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Door.Metal Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Door.Metal Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Door.Metal Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Door.Metal Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Door.Metal Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Door.Metal Door.Main.Denied	rbxassetid://9113880610
Workspace.Bases.Base.Metal Door.Metal Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Shotgun Turret.Shotgun Turret.Main.Shoot	rbxassetid://6060055843
Workspace.Bases.Base.Shotgun Turret.Shotgun Turret.Main.Shoot	rbxassetid://6060055843
Workspace.Bases.Base.Shotgun Turret.Shotgun Turret.Main.Shoot	rbxassetid://6060055843
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Beep	rbxassetid://9117060368
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Place	rbxassetid://9119633070
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Open	rbxassetid://1143451761
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Close	rbxassetid://1143451828
Workspace.Bases.Base.Metal Double Door.Metal Double Door.Main.Knock	rbxassetid://9116715146
